Name,Rating,Type,Price Level,Total_user_rating,Locality,Lat,Lng,Region
OYO Rooms South Main Road Koregaon park,4,lodging,2,5,Koregaon Park,18.533196,73.88632,R5
PawshBox Koregaon Park,0,pet_store,2,0,Koregaon Park,18.5363036,73.899377,R5
Peacock Gems,0,jewelry_store,2,0,Koregaon Park,18.5358936,73.8918208,R5
Prishelz Salon And Spa,4.5,spa,2,2,Koregaon Park,18.5397652,73.8932874,R5
Proware technology Corporation. (India),0,electronics_store,2,0,Koregaon Park,18.5396116,73.8945643,R5
Pure Urban spa,4.3,spa,2,56,Koregaon Park,18.5397155,73.8985756,R5
PVR,4.1,movie_theater,2,4040,Koregaon Park,18.5380352,73.9079062,R5
Reiki Healing Workshops,5,car_repair,2,1,Koregaon Park,18.5337246,73.8965213,R5
RELAXOPOD SYSTEMS INDIA PVT LTD,5,spa,2,3,Koregaon Park,18.53877,73.898241,R5
RoMa Fashion Entertainment Pvt Ltd,5,movie_theater,2,6,Koregaon Park,18.5350413,73.8956104,R5
Rosh Salon and Spa,4.3,spa,2,4,Koregaon Park,18.5396822,73.8944428,R5
Roshni Services,1,gas_station,2,1,Koregaon Park,18.5351598,73.9121123,R5
Sadhu Vaswani Institute of Management Studies,4.4,university,2,15,Koregaon Park,18.5345101,73.8861085,R5
Sanskriti Lifestyle,4.6,furniture_store,2,56,Koregaon Park,18.533705,73.8990347,R5
SCC Drive-In Cinema,5,movie_theater,2,1,Koregaon Park,18.5393477,73.9055106,R5
"SCC Drive-In, Pune",0,movie_theater,2,0,Koregaon Park,18.5332532,73.9328914,R5
Shalom Float & Wellness centre,4.5,spa,2,60,Koregaon Park,18.5387489,73.8982516,R5
Shatranj Wine And Dine Hotel Green Plaza,3.8,night_club,2,404,Koregaon Park,18.5376466,73.8944396,R5
SkyPeak Technologies Pvt.Ltd.,0,hardware_store,2,0,Koregaon Park,18.5305557,73.9135693,R5
Sohum Spa at Sunderban Resort & Spa,3.8,spa,2,22,Koregaon Park,18.5373463,73.8883631,R5
Sukanya Spa,4.2,spa,2,32,Koregaon Park,18.5342091,73.8993604,R5
Talwalkars,3.8,gym,2,141,Koregaon Park,18.5343121,73.8998276,R5
Tangle Salon,4.3,beauty_salon,2,6,Koregaon Park,18.538967,73.897894,R5
Techno Kitchens,0,furniture_store,2,0,Koregaon Park,18.5398506,73.8983133,R5
Tektronix Automation & Electronics,1,electronics_store,2,1,Koregaon Park,18.539532,73.8992314,R5
The Indian School Of Yoga,2,gym,2,0,Koregaon park,18.5362084,73.8939749,R5
The Mugshot Lounge,4,night_club,3,836,Koregaon Park,18.5389627,73.885871,R5
The Mystique Spa & Salon,3.8,spa,2,37,Koregaon Park,18.5334255,73.8970475,R5
THE NICE SKIN CLINIC,4.9,spa,2,181,Koregaon Park,18.5401485,73.8977711,R5
The O Spa,4,spa,2,11,Koregaon Park,18.5405028,73.88809,R5
The Wedding Clinic - Aesthetic Skin Care Clinic Pune,4.7,beauty_salon,2,146,Koregaon Park,18.538848,73.898814,R5
The Yoga Light Studios,4.7,gym,2,41,Koregaon Park,18.537161,73.8996541,R5
VLCC healthcare Ltd,4.6,spa,2,256,Koregaon Park,18.538994,73.8858778,R5
Yoga Nidra Spa,4.1,spa,2,74,Koregaon Park,18.5394529,73.8981209,R5
Yogi Tree,4.1,cafe,2,1184,Koregaon Park,18.5412698,73.8877803,R5
Bliss 24 Karat Idols,3.3,jewelry_store,2,3,Koregaon Park,18.5389187,73.8858815,R5
ZELEB Restaurant & Night Club.,4.1,night_club,2,118,Koregaon Park Annexe,18.5386989,73.9127111,R5
Zivaya Spa,4.1,spa,2,7,Koregaon Park Annexe,18.5386091,73.9127925,R5
"Jiva Spa At Blue Diamond, Pune",4.6,spa,2,18,Koregaon Park Road,18.5382317,73.8863979,R5
HP Petrol Pump,3.7,gas_station,2,259,"Koregaon Park Road, Pune",18.53962,73.885702,R5
K. P. Gems World,4,jewelry_store,2,4,"Koregaon Park, Pune",18.5363708,73.8933742,R5
Penthouze Nightlife,3.7,night_club,3,420,"Koregaon Park, Pune",18.5384823,73.9071126,R5
Petrol pump,4,gas_station,2,2,"Koregaon Park, Pune",18.5362084,73.8939748,R5
Plaza mall,0,book_store,2,0,"Koregaon Park, Pune",18.5362084,73.8939748,R5
PNL - Pune Night life,3,night_club,2,7,"Koregaon Park, Pune",18.507856,73.848428,R5
3M Car Care Kothrud,4.5,car_wash,2,4,Kothrud,18.5020578,73.8213502,R1
A B C Dry Cleaners,4,laundry,2,2,Kothrud,18.50895,73.813836,R1
Aaparel Ensembles,0,clothing_store,2,0,Kothrud,18.5109681,73.8182263,R1
Aashai Technologies,4.5,electronics_store,2,14,Kothrud,18.4993893,73.8116133,R1
Aatman India,4.1,jewelry_store,2,56,Kothrud,18.5008324,73.8203731,R1
ABJ Auto Detailer - Car Detailing & Car care Studio.,4.8,car_wash,2,57,Kothrud,18.5083712,73.7927215,R1
Adarsh Motors,4,car_repair,2,4,Kothrud,18.5015116,73.8020583,R1
Aditi Infotech,3.7,electronics_store,2,3,Kothrud,18.515729,73.8348683,R1
Admark Fitness Centre,2.3,gym,2,20,kothrud,18.514209,73.81525,R1
Ajinkya Drycleaners,0,laundry,2,0,Kothrud,18.5086606,73.8125444,R1
AKSHAY RADDI,2.6,book_store,2,5,Kothrud,18.5078701,73.7925458,R1
Albino Fisheries,4,pet_store,2,113,Kothrud,18.5049222,73.7977282,R1
Alfa Electronic Equipments,0,electronics_store,2,0,Kothrud,18.5085107,73.793335,R1
Amalan,0,electronics_store,2,0,Kothrud,18.4991668,73.8138074,R1
Amar Hardware Electrical And Plywood,4.2,hardware_store,2,6,Kothrud,18.508511,73.7919992,R1
Ambika Tours And Travels,1,travel_agency,2,1,Kothrud,18.5067962,73.8198102,R1
Amir Chicken,3,shopping_mall,2,1,Kothrud,18.5123375,73.8077814,R1
Amstead,0,clothing_store,2,0,Kothrud,18.495943,73.8136531,R1
Anand Dry Cleaners,0,laundry,2,0,Kothrud,18.5086606,73.8125444,R1
Anand Drycleaners,0,laundry,2,0,Kothrud,18.508863,73.814288,R1
Anand Drycleaning,0,laundry,2,0,Kothrud,18.509364,73.815264,R1
Anand Nagar Park 7,5,shopping_mall,2,1,Kothrud,18.5092535,73.8153929,R1
Anand Super Shopee,3.3,supermarket,2,3,Kothrud,18.5095614,73.8152248,R1
Apex Body Spa,0,spa,2,0,Kothrud,18.5058806,73.8063528,R1
Apte Kanade Jewellers - Paud Road,4.2,jewelry_store,2,39,Kothrud,18.5105742,73.8182625,R1
Aquasilvan Aquarium and Pet Shop,3.9,pet_store,2,40,Kothrud,18.512579,73.8083789,R1
Arya Travels,0,travel_agency,2,0,Kothrud,18.5000399,73.8055136,R1
Auto Washing Center,3.5,car_wash,2,32,Kothrud,18.5123231,73.8076571,R1
Ayush Aquarium & Pet Shop,4.1,aquarium,2,69,Kothrud,18.5045394,73.8024626,R1
B K Auto,3.8,car_repair,2,6,Kothrud,18.5079966,73.7913609,R1
Bagade Jewellers,4.8,jewelry_store,2,8,Kothrud,18.5060829,73.8077962,R1
Balaji Drycleaners,5,laundry,2,1,Kothrud,18.513586,73.814388,R1
Balaji Service Centre,4.3,car_repair,2,4,Kothrud,18.5028958,73.7999754,R1
Bamo Electronics,4.5,electronics_store,2,6,Kothrud,18.502417,73.823448,R1
Bandoo.in - Corporate Services,5,laundry,2,3,Kothrud,18.5023768,73.8157615,R1
Bata Shoes,3.5,shoe_store,2,27,Kothrud,18.5016226,73.8108217,R1
BB - FC-PUNE- KOTHRUD-REVOLUTION MALL,3.9,supermarket,2,15458,Kothrud,18.4990857,73.821968,R1
Bhagawati Super Market,4.3,supermarket,2,47,Kothrud,18.5062344,73.8172426,R1
BhagyaLaxmi,5,clothing_store,2,1,Kothrud,18.5081016,73.8155551,R1
Bharati Vidhyapith Institute,4,university,2,1,Kothrud,18.5082469,73.8093385,R1
Bharatiya Chhatra Sansad,4.6,university,2,58,Kothrud,18.5187909,73.8162951,R1
Bhavani Super Market,0,supermarket,2,0,Kothrud,18.5086606,73.8125444,R1
BiG - Bridge industry Gap,1,university,2,1,Kothrud,18.503427,73.808336,R1
Bindu Boutique.,3.5,clothing_store,2,4,Kothrud,18.5065227,73.8190015,R1
Blue-z,5,clothing_store,2,1,Kothrud,18.5025129,73.809458,R1
Body Fuel Fitness Club,4.1,gym,2,214,Kothrud,18.5117521,73.8161919,R1
Bodymaster Gym,4.2,gym,2,13,Kothrud,18.5126003,73.8084886,R1
BOTTOM,0,night_club,2,0,Kothrud,18.504393,73.8044316,R1
Brandmart,3.8,clothing_store,2,440,Kothrud,18.5073322,73.8042956,R1
Bright Star Electronics,0,electronics_store,2,0,Kothrud,18.5043308,73.8047587,R1
Cafe Bread N Butter,4.1,cafe,2,181,Kothrud,18.5028889,73.8219461,R1
CAFE CREAM,4,cafe,2,488,kothrud,18.5072901,73.8179884,R1
Cafe Creme,4.2,cafe,2,24,Kothrud,18.5098352,73.8160934,R1
Cafe Creme,4.6,cafe,2,15,Kothrud,18.5090252,73.8115127,R1
Cafe Creme,4.6,cafe,2,15,Kothrud,18.5090252,73.8115127,R1
Cafe Durga,4,cafe,1,3006,Kothrud,18.5060128,73.8178307,R1
Cafe Durga,4.1,cafe,1,862,Kothrud,18.5154976,73.8154281,R1
Cafe Veg Eatarian,3.6,cafe,2,83,Kothrud,18.4993737,73.8209306,R1
Cafe Zaika,3,cafe,2,1,Kothrud,18.5038215,73.820138,R1
C-dak,3,car_repair,2,1,Kothrud,18.5086606,73.8125444,R1
Chai Cafe Express,4.1,cafe,2,477,Kothrud,18.501957,73.8216613,R1
Chandan Grocery Store,4,supermarket,2,1,Kothrud,18.5086092,73.8121614,R1
Chandan Super Market,0,supermarket,2,0,Kothrud,18.504238,73.8052541,R1
Chandralok Canteen,3,cafe,2,149,Kothrud,18.5164866,73.8148534,R1
Chelsea and Kaizer's Home,0,pet_store,2,0,Kothrud,18.4976078,73.7926456,R1
Chetan Super Market,0,supermarket,2,0,Kothrud,18.508661,73.812544,R1
Child Guidance Centre,0,university,2,0,Kothrud,18.507788,73.8044104,R1
Chitraleela Niketan Kala Mahavidyalaya (CNKM),4,university,2,1,Kothrud,18.4999722,73.8160918,R1
Choice Institute of Management Studies & Research,3.3,university,2,4,Kothrud,18.497484,73.81349,R1
"City Pride, Kothrud",4.2,movie_theater,2,24681,Kothrud,18.499461,73.820968,R1
Classic Carpets,0,laundry,2,0,Kothrud,18.5117231,73.8373882,R1
Classic Dry Cleaners,0,laundry,2,0,Kothrud,18.5125371,73.817311,R1
Classic Drycleaners,0,laundry,2,0,Kothrud,18.5091212,73.8169511,R1
Cleanity - The Laundry Shop,5,laundry,2,4,Kothrud,18.5125333,73.8156692,R1
CLUB WESTERN,4.1,gym,2,40,Kothrud,18.5129882,73.7894576,R1
College Of Fire Engineering and Safety Management,4.6,university,2,25,Kothrud,18.498444,73.813442,R1
Compnet Information Technology,3,electronics_store,2,2,Kothrud,18.5098134,73.8149038,R1
Concept Information Technologies ( I ) Pvt. Ltd.,3.9,furniture_store,2,15,Kothrud,18.498686,73.8217787,R1
Concorde Impex,5,furniture_store,2,1,Kothrud,18.507494,73.801962,R1
Cotton Village,3.9,clothing_store,2,57,Kothrud,18.5102479,73.8182252,R1
Crefa,4.1,clothing_store,2,15,Kothrud,18.4978655,73.8206109,R1
Crossword,4.2,book_store,2,618,Kothrud,18.4993264,73.8210735,R1
Culture Beauty Parlour,3.5,beauty_salon,2,2,Kothrud,18.5109573,73.796416,R1
Culture Beauty Parlour,3.5,beauty_salon,2,2,Kothrud,18.5109573,73.796416,R1
Daffodils Holidays,0,travel_agency,2,0,Kothrud,18.49818,73.815637,R1
Darshan Tyre,4.3,car_repair,2,3,Kothrud,18.5027124,73.8182955,R1
Daymand Drycliners,0,laundry,2,0,Kothrud,18.5086606,73.8125444,R1
Deal Junction,0,clothing_store,2,0,Kothrud,18.5086606,73.8125444,R1
Deepak Super Market,0,supermarket,2,0,Kothrud,18.5086606,73.8125444,R1
Deluxe,3.8,laundry,2,26,Kothrud,18.5073646,73.7994321,R1
Deluxe,3.8,laundry,2,26,Kothrud,18.5073646,73.7994321,R1
Department Of Information Technology,4.2,university,2,10,Kothrud,18.5170381,73.8149569,R1
Dhanalaxmi Super Market,3.9,supermarket,2,43,Kothrud,18.5127968,73.8183745,R1
Dhanlaxmi Mini Market,5,supermarket,2,1,Kothrud,18.5098134,73.8149038,R1
Dhobi Express,5,laundry,2,1,Kothrud,18.5117849,73.8187455,R1
Dr Gupte Slimming & Fitness Centre,2,gym,2,0,Kothrud,18.5051173,73.8131877,R1
Dr Rahalkar's Pregcare and Healthcare,5,gym,2,5,Kothrud,18.5070282,73.8203728,R1
Dr. Amey Kelkar's Derma Solutions - Skin Specialist,4.6,beauty_salon,2,144,Kothrud,18.5085842,73.8098028,R1
Durga Cafe,3.8,cafe,1,489,Kothrud,18.4955551,73.8103849,R1
Dynamic Family Salon,4.2,beauty_salon,2,244,Kothrud,18.5075645,73.7977597,R1
Eco Clean Cars,4.4,car_wash,2,124,Kothrud,18.4956009,73.8044619,R1
Ecstacy Bar & Eatery,4,night_club,2,1559,Kothrud,18.5125339,73.8133055,R1
Elle Salon & Beauty Spa,3.7,beauty_salon,2,3,Kothrud,18.5165692,73.8036753,R1
Equilibrium Solutions Private Limited,3.9,lodging,2,49,Kothrud,18.5047759,73.8216429,R1
ETERNIS SKIN HAIR & LASER CLINIC -Dr. Vijay Adhe & Dr. Pinanky Adhe,4.6,beauty_salon,2,87,Kothrud,18.506019,73.817779,R1
Eva Beauty Care,0,beauty_salon,2,0,Kothrud,18.5086606,73.8125444,R1
FabricSpa,4.3,laundry,2,3,Kothrud,18.5107237,73.8179982,R1
Fastrack Store,4.2,clothing_store,2,633,Kothrud,18.5103176,73.816161,R1
Fish O Fish Aquarium,3.4,pet_store,2,11,Kothrud,18.4999221,73.8134634,R1
Fitness365 Gym,4.4,gym,2,160,Kothrud,18.5085681,73.7916824,R1
Five Elements Salon & Spa,4.3,spa,2,91,Kothrud,18.5023586,73.815377,R1
Foto Flash Colour Lab & Studio,4,electronics_store,2,161,Kothrud,18.5109359,73.8169558,R1
Four Fountains De-Stress Spa,3.8,beauty_salon,2,136,Kothrud,18.5029497,73.8181331,R1
Four Waves Travels Pvt Ltd,5,travel_agency,2,4,Kothrud,18.505628,73.817524,R1
"Fragranza, The Beauty Shop.",3.8,shopping_mall,2,5,Kothrud,18.5123389,73.8156741,R1
Frameboxx Animation & Vfx Kothrud,4.8,university,2,119,Kothrud,18.5020726,73.8120944,R1
Friends Plywood & Hardware,0,hardware_store,2,0,Kothrud,18.5076507,73.7948862,R1
Furnishing Mall (Vaibhav Furnishing),3.7,furniture_store,2,38,Kothrud,18.5102726,73.8188188,R1
"Furry World - Cat Hostel, Breeders",5,pet_store,2,5,Kothrud,18.4936529,73.8114025,R1
G K ENTERPRISES-AUTHORIZED EXIDE BATTERY DEALER|UPS BATTERY INVERTER CAR BATTERY PAUD KOTHRUD NEARME,5,car_repair,2,5,Kothrud,18.502027,73.813283,R1
Galaxy Mens Wear,4.2,clothing_store,2,117,Kothrud,18.504249,73.8035743,R1
Ganesh Super Market,0,supermarket,2,0,Kothrud,18.5086606,73.8125444,R1
Gauri Travels,4,travel_agency,2,2,Kothrud,18.4957455,73.8157171,R1
Geetai shopping mall,0,shopping_mall,2,0,Kothrud,18.5096517,73.8160271,R1
Girikand Travels Kothrud,4.2,travel_agency,2,31,Kothrud,18.5108245,73.8168227,R1
Global IT Networks Ltd,3.5,electronics_store,2,2,Kothrud,18.509104,73.8214821,R1
Global Solutions,3,electronics_store,2,1,Kothrud,18.4956396,73.8110509,R1
Gold's Gym Kothrud,0,spa,2,0,Kothrud,18.516569,73.803675,R1
Grab Store,3.8,clothing_store,2,22,Kothrud,18.5032693,73.8213136,R1
Grace,0,beauty_salon,2,0,Kothrud,18.5081651,73.7977288,R1
Gradient Business School,1,university,2,1,Kothrud,18.5132078,73.8079849,R1
Green Box Astro Turf,3.9,gym,2,49,Kothrud,18.514498,73.8152776,R1
Guardian Holidays,4.3,travel_agency,2,30,Kothrud,18.4989142,73.8193642,R1
Gurukrupa,0,furniture_store,2,0,Kothrud,18.508293,73.803756,R1
Habib Hair and Beauty Salon,3.7,beauty_salon,2,547,Kothrud,18.5101704,73.8180849,R1
hair affair,3.9,beauty_salon,2,17,Kothrud,18.5086707,73.7905683,R1
Hanuman Super Market & Oil Depo,0,supermarket,2,0,Kothrud,18.5103893,73.8179344,R1
Harshal Super Market,0,supermarket,2,0,Kothrud,18.5086606,73.8125444,R1
HealthyHome24'7FIT,4,gym,2,6,Kothrud,18.5025284,73.8026138,R1
Heenas shop,0,shopping_mall,2,0,Kothrud,18.5092673,73.8132591,R1
Hidden Place,4,cafe,2,2973,Kothrud,18.50916,73.8121474,R1
High Score FC Turf,4.3,cafe,2,603,Kothrud,18.5124945,73.8139499,R1
Hill town lounge,5,night_club,2,2,Kothrud,18.51329,73.8136578,R1
Hindustan Petroleum Corporation Limited,0,gas_station,2,0,Kothrud,18.5023545,73.8151973,R1
Hotel Durga,4.3,cafe,2,3969,Kothrud,18.5103176,73.816161,R1
HP Petrol Pump Kothrud Petrol Circle,3.5,gas_station,2,1216,Kothrud,18.5023633,73.8151807,R1
"I Interior- Hotel/Company/Office interior designer in pune, top interior designer in pune",4,furniture_store,2,3,Kothrud,18.5103437,73.7898138,R1
I Wash Laundromat Lounge,4.1,laundry,2,132,Kothrud,18.514775,73.8155773,R1
IDDOS,3.9,cafe,2,4637,Kothrud,18.5106,73.8172316,R1
Ideal Laundry,5,laundry,2,1,Kothrud,18.5076285,73.8178464,R1
Ideal Washing Company,3,laundry,2,1,Kothrud,18.507378,73.817944,R1
iDreamWeekends,0,travel_agency,2,0,Kothrud,18.5074357,73.7982754,R1
Ifloat India,5,gym,2,2,Kothrud,18.5081117,73.7950039,R1
"Iglookids International Preschool, Kothrud",0,university,2,0,Kothrud,18.5096716,73.8123318,R1
Igniters Academy of Performing Arts,4.2,university,2,6,Kothrud,18.496255,73.8146755,R1
Image,2.8,beauty_salon,2,13,Kothrud,18.501627,73.815846,R1
Impression,5,shopping_mall,2,2,Kothrud,18.503202,73.802175,R1
Impression,0,shopping_mall,2,0,Kothrud,18.5107954,73.8175547,R1
Impression Beauty Parlour,3.5,beauty_salon,2,4,Kothrud,18.5096935,73.7905018,R1
Indian School of Astrology,4.5,jewelry_store,2,4,Kothrud,18.4953179,73.81361,R1
Infinite Technologies,4.1,electronics_store,2,16,Kothrud,18.506654,73.81937,R1
Influx Mart,0,supermarket,2,0,Kothrud,18.5086606,73.8125444,R1
Inside Out Side,0,clothing_store,2,0,Kothrud,18.5086606,73.8125444,R1
Intech Auto Stores & Conveyors Private Limited,0,car_repair,2,0,Kothrud,18.5082469,73.8093385,R1
Intermix,5,clothing_store,2,2,Kothrud,18.495085,73.810411,R1
iWashOnline,4.8,laundry,2,18,Kothrud,18.51476,73.8157298,R1
Jai Bhavani,3.6,shopping_mall,2,14,Kothrud,18.5098814,73.8102115,R1
Jaihind,3.7,clothing_store,2,148,Kothrud,18.5048396,73.8218014,R1
Janani Super Parlur Shop,0,supermarket,2,0,Kothrud,18.5073357,73.8179762,R1
Janardan Homestay Konark,2,lodging,2,3,Kothrud,18.5099787,73.8144974,R1
Janhavi Aquarium,5,pet_store,2,1,Kothrud,18.4954084,73.7972979,R1
Jawed Habib's Hair & Beauty Salon & Academy,3.7,beauty_salon,2,127,Kothrud,18.4994966,73.8208775,R1
"Juice Salon & Cosmetology Clinic, Laser Hair Reduction",4.6,beauty_salon,2,757,Kothrud,18.5020994,73.821979,R1
JW Katta,5,night_club,2,2,Kothrud,18.5112979,73.8143675,R1
Kajree Sadi Center,4,shopping_mall,2,70,Kothrud,18.5098623,73.8163887,R1
Kashish,0,clothing_store,2,0,Kothrud,18.5085107,73.793335,R1
Kaushtubh Fish Aquarium,3.9,aquarium,2,82,Kothrud,18.5014599,73.8135553,R1
KAVEETA DESHMUKKH BEAUTY CARE & INSTITUTE (Kavita's Beauty Care),4.3,beauty_salon,2,29,Kothrud,18.5117616,73.80576,R1
Kavita's Family Salon,0,spa,2,0,Kothrud,18.502634,73.8170875,R1
Kaycees Air Tours N Travels,0,travel_agency,2,0,Kothrud,18.5072197,73.8049279,R1
Keyur Food Bazar,3.9,supermarket,2,16,Kothrud,18.5061348,73.8165271,R1
Kirti Supermarket,4,supermarket,2,121,Kothrud,18.4950985,73.8137559,R1
Kit Craft,3.3,furniture_store,2,3,Kothrud,18.494861,73.813477,R1
Kit Craft Kitchens & Interior,5,furniture_store,2,1,Kothrud,18.495095,73.813501,R1
Kitchen Decor Kothrud,3.7,furniture_store,2,56,Kothrud,18.501953,73.811972,R1
Klassy Computers,0,electronics_store,2,0,Kothrud,18.5080405,73.7901791,R1
KOZY CORNER,4.4,furniture_store,2,43,Kothrud,18.510229,73.81827,R1
Krushi Baazar,0,supermarket,2,0,Kothrud,18.5165692,73.8036753,R1
KSRTC,5,travel_agency,2,1,Kothrud,18.5165691,73.8036752,R1
LAXMI BOOK DEPOT,4.4,book_store,2,960,Kothrud,18.5154565,73.815432,R1
LAXMI DRYCLENERS,0,laundry,2,0,Kothrud,18.5093085,73.8165522,R1
Like Cafe,4.7,cafe,2,3,Kothrud,18.5101168,73.8205676,R1
Look n like,5,beauty_salon,2,3,Kothrud,18.49953,73.802156,R1
LootStudio - Website business Ideas,0,clothing_store,2,0,Kothrud,18.503059,73.800176,R1
Lotus,2.4,beauty_salon,2,5,Kothrud,18.5129045,73.8155833,R1
M M Enterprises,0,book_store,2,0,Kothrud,18.504261,73.806924,R1
M.E.S.Yog Academy,1,gym,2,1,Kothrud,18.5165691,73.8036752,R1
Madhav Apartment,0,night_club,2,0,Kothrud,18.5055743,73.8078555,R1
MAEER's MIT Polytechnic,4.3,university,2,13,Kothrud,18.5194095,73.8149815,R1
Mahajan Furnitures,2.5,furniture_store,2,4,Kothrud,18.5081513,73.7941893,R1
Mak Shoes,4,shoe_store,2,2,Kothrud,18.503821,73.794732,R1
Mandke Affluence,4,shopping_mall,2,1,Kothrud,18.5097905,73.8128287,R1
Marathon Zindagi,0,movie_theater,2,0,Kothrud,18.5034469,73.7997488,R1
Marrakesh Aromas Of Middle East,4,lodging,2,2,Kothrud,18.558007,73.80752,R1
Maruti Service,3.9,car_repair,2,31,Kothrud,18.5109754,73.8031219,R1
Marvel Pets,0,pet_store,2,0,Kothrud,18.5021758,73.807095,R1
MARVELOUS FAMILY SALON,5,spa,2,45,Kothrud,18.5021229,73.8021162,R1
Maya Pet Food and Accessories Pvt. Ltd,4.2,pet_store,2,56,Kothrud,18.5081572,73.830817,R1
Medi Hair Creation,4.2,beauty_salon,2,324,Kothrud,18.5062585,73.8173489,R1
Media Magic Institute,4.7,university,2,10,Kothrud,18.508522,73.813726,R1
Meethai Mall,4.2,shopping_mall,2,5,Kothrud,18.5090534,73.8121146,R1
Messy Bowl - Kothrud,4.3,night_club,2,3,Kothrud,18.5137832,73.8154901,R1
Metrocity Fitness Club,3.7,gym,2,18,Kothrud,18.5151937,73.8153144,R1
Metrolink,3.2,travel_agency,2,17,Kothrud,18.5098134,73.8149038,R1
MHHF's Smt. Sudhatai Mandke College,3.8,university,2,14,Kothrud,18.5083526,73.8229539,R1
Midnight Kakery,4.4,cafe,3,238,Kothrud,18.5018185,73.8091306,R1
Mihir Aquarium,4.2,pet_store,2,266,Kothrud,18.4997789,73.8159449,R1
MILLENIUM ENTERPRISES,3.7,furniture_store,2,21,Kothrud,18.5019278,73.8137816,R1
Millenium Enterprises,4,furniture_store,2,4,Kothrud,18.516569,73.803675,R1
Mindmap Early Education Management,0,book_store,2,0,Kothrud,18.5045496,73.7967795,R1
Miracle Hair and Makeup Studio,0,beauty_salon,2,0,Kothrud,18.5096514,73.7953382,R1
MIT gym,4,gym,2,4,Kothrud,18.5195571,73.8161885,R1
MIT Junior College,3.9,university,2,35,Kothrud,18.5077318,73.8201012,R1
MIT Polymer Engineering Department,4.9,university,2,7,Kothrud,18.5179936,73.8161456,R1
MIT School of Distance Education,3.5,university,2,11,Kothrud,18.5188557,73.8148655,R1
MIT School of Health Sciences,0,university,2,0,Kothrud,18.507431,73.8198759,R1
MIT School of Photography,4.5,university,2,35,Kothrud,18.516814,73.814692,R1
MIT World Peace University,4.2,university,2,1171,Kothrud,18.5177542,73.8148826,R1
MIT WPU School of Polytechnic and Skill development Pune,4.7,university,2,115,Kothrud,18.5170195,73.8157785,R1
Mitsot,0,university,2,0,Kothrud,18.5127968,73.8155039,R1
Mobekart India Pvt Ltd,0,shopping_mall,2,0,Kothrud,18.500605,73.821477,R1
Moteeya Pearl Jewelry,4.5,jewelry_store,2,10,Kothrud,18.4958307,73.8116942,R1
Moving Colours,1,pet_store,2,2,Kothrud,18.4961554,73.800734,R1
My Fair Lady,3.8,clothing_store,2,18,Kothrud,18.509739,73.813795,R1
N P ELECTRONICS,0,electronics_store,2,0,Kothrud,18.5092478,73.7981605,R1
Nandini Beauty Parlour,4.3,beauty_salon,2,3,Kothrud,18.5165692,73.8036753,R1
National Electronics,0,electronics_store,2,0,Kothrud,18.509087,73.822095,R1
Naveli Beauty Hair & Spa Parlour,3.8,spa,2,5,Kothrud,18.5030865,73.8000351,R1
Navjyoti Market,4,supermarket,2,2,Kothrud,18.510765,73.818093,R1
Navnath Dry Cleaners,0,laundry,2,0,Kothrud,18.5115177,73.8194385,R1
Navnath Mitra mandal lane no.5,0,supermarket,2,0,Kothrud,18.5133523,73.8094898,R1
Navneet Enterprises,5,book_store,2,3,Kothrud,18.495118,73.812316,R1
Navneet Kendra,0,book_store,2,0,Kothrud,18.5145187,73.8172775,R1
NAVSANJIVANI MASSAGE(MODERN THERAPIES),5,spa,2,3,Kothrud,18.5043287,73.8060278,R1
Neel pet care kothrud,4.4,pet_store,2,145,Kothrud,18.505637,73.815151,R1
NEW DHANLAXMI SUPER SHOPEE,3.5,supermarket,2,13,Kothrud,18.5121461,73.8106789,R1
New Golden Pets,4.6,pet_store,2,29,Kothrud,18.5018425,73.8061941,R1
New Poona Bakery And Cafe,3.8,cafe,2,530,Kothrud,18.5091683,73.8121535,R1
Nikam Tours,3.5,lodging,2,6,Kothrud,18.5013798,73.8148952,R1
NIKE,3.9,shoe_store,2,439,Kothrud,18.5072791,73.8045581,R1
Nikop Fitness Services,2,gym,2,0,Kothrud,18.4990882,73.8218645,R1
Nilket Bunglow,0,night_club,2,0,Kothrud,18.5168571,73.8164613,R1
Niranjans Transformation Studio,4.7,gym,2,56,Kothrud,18.5042577,73.8189109,R1
Novel Car Care,4.2,car_repair,2,38,Kothrud,18.512842,73.8142131,R1
Ocean Chevrolet,3.2,car_repair,2,157,Kothrud,18.515707,73.807186,R1
Oh!! optimum health,3.6,gym,2,38,Kothrud,18.5024951,73.8026921,R1
Om Sai Washing Center,3.5,car_wash,2,46,Kothrud,18.508024,73.797981,R1
Omkar Car Washing Center,4.3,car_wash,2,11,Kothrud,18.4996589,73.8226322,R1
Omkar Dry Cleaners,4,laundry,2,1,Kothrud,18.510667,73.813364,R1
omkar Laundry,0,laundry,2,0,Kothrud,18.5107128,73.8133132,R1
Omkar Tours & Travels,4,travel_agency,2,1,Kothrud,18.5098134,73.8149038,R1
Order Services,3,supermarket,2,1,Kothrud,18.5026617,73.7995247,R1
Orient Motors,0,car_repair,2,0,Kothrud,18.5087016,73.8124984,R1
P.U. | Duco | Bungalow Painting & Flat Painting in Pune | Furniture Polishing | Waterproofing Contractor In Pune,4.3,furniture_store,2,4,Kothrud,18.4954827,73.8130236,R1
